,0
0,0.115676204450966
1,0.08241623868916606
2,0.181951577402788
3,0.4558571777940817
4,0.5593054536561507
5,0.24235754463193937
6,0.3372462704817804
7,0.3822450476889215
8,0.3115676204450966
9,0.2971386647101981
10,0.31425776473465394
11,0.6260699437515285
12,0.3333333333333333
13,0.3333333333333333
14,0.3392027390560039
15,0.5067253607238934
16,0.371973587674248
17,0.5280019564685743
18,0.528980190755686
19,0.797260943996087
20,0.5641966250917095
21,0.4450966006358523
22,0.2090975788701394
23,0.4331132306187332
24,0.48985081927121543
25,0.28833455612619224
26,0.727317192467596
27,0.6669112252384446
28,0.49351919784788456
29,0.574468085106383
30,0.5397407679139153
31,0.4247982391782832
32,0.5659085350941551
33,0.5962337979946197
34,0.41648324773783324
35,0.6449009537784299
36,0.57838102225483
37,0.35118610907312303
38,0.1384201516263145
39,0.3805331376864759
40,0.33822450476889215
41,0.35094155050134507
42,0.21594521887992174
43,0.3643922719491318
44,0.5235999021765713
45,0.7256052824651504
46,0.2692589875275128
47,0.6148202494497432
48,0.033993641477133775
49,0.5201760821716801
50,0.723648813890927
51,0.3648813890926877
52,0.39667400342382003
53,0.487405233553436
54,0.34776228906823187
55,0.8483736854976768
56,0.2624113475177305
57,0.24675959892394228
58,0.3379799461971142
59,0.5585717779408168
60,0.5194424064563463
61,0.38664710198092445
62,0.6294937637564196
63,0.6431890437759844
64,0.42333088774761557
65,0.3418928833455613
66,0.08461726583516753
67,0.5527023722181462
68,0.5624847150892639
69,0.47640009782342874
70,0.4888725849841037
71,0.27586206896551724
72,0.2724382489606261
73,0.47224260210320373
74,0.32086084617265836
75,0.2849107361213011
76,0.20542920029347028
77,0.557838102225483
78,0.4856933235509905
79,0.2223037417461482
80,0.04108584005869406
81,0.6294937637564196
82,0.529224749327464
83,0.7742724382489606
84,0.7742724382489606
85,0.376131083394473
86,0.4314013206162876
87,0.8456835412081194
88,0.4015651748593788
89,0.35534360479334803
90,0.2954267547077525
91,0.2978723404255319
92,0.4636830520909758
93,0.4071900220102715
94,0.2907801418439716
95,0.3944729762778185
96,0.45267791636096844
97,0.8422597212032282
98,0.6722915138175594
99,0.7762289068231841
100,0.417461482024945
101,0.3448275862068966
102,0.45781364636830524
103,0.2797750061139643
104,0.5969674737099535
105,0.16972364881389096
106,0.2347762289068232
107,0.5287356321839081
108,0.5734898508192713
109,0.5793592565419418
110,0.30936659329909516
111,0.2724382489606261
112,0.38786989483981416
113,0.3169479090242113
114,0.2594766446563952
115,0.6268036194668624
116,0.24358033749082908
117,0.45928099779897286
118,0.24015651748593786
119,0.752262166788946
120,0.44069454634384936
121,0.5852286622646123
122,0.6338958180484227
123,0.2545854732208364
124,0.45194424064563465
125,0.7212032281731475
126,0.20934213744191738
127,0.4558571777940817
128,0.20934213744191738
129,0.38689166055270235
130,0.6913670824162387
131,0.49180728784543903
132,0.42748838346784057
133,0.5561261922230374
134,0.4900953778429934
135,0.40229885057471265
136,0.4773783321105405
137,0.388603570555148
138,0.25556370750794816
139,0.48471508926387874
140,0.4431401320616288
141,1.0000000000000002
142,0.5759354365370506
143,0.9584250427977501
144,0.7092198581560284
145,0.4602592320860846
146,0.5754463193934948
147,0.30276351186109074
148,0.7982391782831989
149,0.48985081927121543
150,0.30985571044265103
151,0.6725360723893372
152,0.2677916360968452
153,0.2665688432379555
154,0.2692589875275128
155,0.35387625336268036
156,0.30985571044265103
157,0.6434336023477623
158,0.3986304719980435
159,0.34653949620934216
160,0.18317437026167765
161,0.22695035460992907
162,0.12032281731474688
163,0.4069454634384935
164,0.41085840058694056
165,0.34702861335289803
166,0.3685497676693568
167,0.47884568354120816
168,0.5979457079970654
169,0.7344093910491563
170,0.4343360234776229
171,0.47909024211298606
172,0.4032770848618244
173,0.4861824406945463
174,0.6150648080215212
175,0.7945707997065298
176,0.34678405478112007
177,0.5094155050134508
178,0.39276106627537294
179,0.2624113475177305
180,0.454634384935192
181,0.39227194913181707
182,0.3590119833700171
183,0.29273661041819515
184,0.3815113719735877
185,0.09146490584494987
186,0.5673758865248227
187,0.6341403766202005
188,0.4644167278063096
189,0.5820494008314991
190,0.8087551968696504
191,0.5084372707263389
192,0.4399608706285155
193,0.6175103937393006
194,0.12496943017852775
195,0.549523110785033
196,0.4927855221325508
197,0.2318415260454879
198,0.10173636585962338
199,0.2594766446563952
200,0.10100269014428956
201,0.570310589386158
202,0.28270970897529957
203,0.33284421618977744
204,0.34947419907067745
205,0.7923697725605283
206,0.942039618488628
207,0.3749082905355833
208,0.32795304475421866
209,0.3746637319638053
210,0.33088774761555395
211,0.45928099779897286
212,0.3822450476889215
213,0.37417461482024944
214,0.6852531181217902
215,0.1934458302763512
216,0.12668134018097332
217,0.570310589386158
218,0.6886769381266814
219,0.22548300317926145
220,0.23526534605037908
221,0.4905844949865493
222,0.2193690388848129
223,0.5588163365125948
224,0.39814135485448765
225,0.3873807776962583
226,0.18244069454634387
227,0.6260699437515285
228,0.3810222548300318
229,0.57838102225483
230,0.4575690877965273
231,0.30692100758131574
232,0.2817314746881878
233,0.3604793348006848
234,0.532893127904133
235,0.851063829787234
236,0.6554169723648814
237,0.6622646123746637
238,0.657373440939105
239,0.5536806065052581
240,0.29860601614086574
241,0.5025678650036683
242,0.2235265346050379
243,0.5463438493519198
244,0.4996331621423331
245,0.3871362191244803
246,0.3954512105649303
247,0.5338713621912449
248,0.4913181707018831
249,0.33113230618733186
250,0.3313768647591098
251,0.1054047444362925
252,0.5942773294203962
253,0.640743458058205
254,0.7791636096845195
255,0.39569576913670823
256,0.5221325507459037
257,0.3247737833211054
258,0.6231352408901932
259,0.6505258009293226
260,0.425531914893617
261,0.23159696747370995
262,0.24651504035216432
263,0.3976522377109318
264,0.48080215211543165
265,0.28001956468574224
266,0.5035460992907802
267,0.43653705062362436
268,0.33577891905111273
269,0.5688432379554904
270,0.6008804108584006
271,0.2983614575690878
272,0.7415015896307166
273,0.41085840058694056
274,0.8520420640743458
275,0.3414037662020054
276,0.24749327463927612
277,0.5908535094155051
278,0.5091709464416728
279,0.5326485693323552
280,0.5849841036928345
281,0.6030814380044021
282,0.46221570066030815
283,0.640988016629983
284,0.39227194913181707
285,0.3602347762289068
286,0.6378087551968696
287,0.12350207874786011
288,0.706774272438249
289,0.6260699437515285
290,0.1839080459770115
291,0.28833455612619224
292,0.3727072633895818
293,0.15284910736121304
294,0.6329175837613109
295,0.37344093910491566
296,0.6627537295182196
297,0.5302029836145757
298,0.5942773294203962
299,0.380288579114698
300,0.4969430178527757
301,0.2318415260454879
302,0.5280019564685743
303,0.34531670335045245
304,0.5108828564441183
305,0.43775984348251407
306,0.17534849596478358
307,0.24309122034727315
308,0.6111518708730741
309,0.3475177304964539
310,0.760332599657618
311,0.6453900709219859
312,0.5152849107361213
313,0.4925409635607728
314,0.3406700904866716
315,0.4468085106382979
316,0.4387380777696258
317,0.2964049889948643
318,0.25678650036683787
319,0.5355832721936904
320,0.3164587918806554
321,0.5734898508192713
322,0.35852286622646123
323,0.42064074345805824
324,0.5169968207385669
325,0.36683785766691124
326,0.5761799951088286
327,0.7537295182196136
328,0.3673269748104671
329,0.6837857666911226
330,0.29395940327708486
331,0.6145756908779653
332,0.2714600146735143
333,0.5747126436781609
334,0.26412325752017607
335,0.30716556615309365
336,0.48178038640254345
337,0.07801418439716312
338,0.13988750305698217
339,0.5752017608217168
340,0.33528980190755686
341,0.28662264612374666
342,0.359501100513573
343,0.7701149425287357
344,0.15456101736365863
345,0.5094155050134508
346,0.5517241379310345
347,0.23306431890437762
348,0.38958180484225974
349,0.5805820494008315
350,0.8094888725849841
351,0.6072389337246271
352,0.7615553925165077
353,0.41477133773538766
354,0.18317437026167765
355,0.4487649792125214
356,0.5590608950843727
357,0.39104915627292736
358,0.4025434091464906
359,0.5118610907312301
360,0.524822695035461
361,0.6302274394717535
362,0.649058449498655
363,0.4059672291513818
364,0.450476889214967
365,0.677671802396674
366,0.35265346050379065
367,0.22743947175348495
368,0.15676204450966008
369,0.41672780630961115
370,0.5121056493030081
371,0.5086818292981169
372,0.19271215456101737
373,0.5835167522621668
374,0.3174370261677672
375,0.5057471264367817
376,0.33944729762778186
377,0.38004402054292
378,0.6740034238200049
379,0.6275372951821961
380,0.6444118366348741
381,0.5920763022743948
382,0.10516018586451456
383,0.6062606994375153
384,0.5974565908535094
385,0.4825140621178773
386,0.6346294937637564
387,0.04964539007092199
388,0.07263389581804842
389,0.6480802152115431
390,0.45487894350696995
391,0.9104915627292737
392,0.4414282220591832
393,0.318170701883101
394,0.4416727806309611
395,0.4908290535583272
396,0.3690388848129127
397,0.5118610907312301
398,0.5404744436292492
399,0.7094644167278064
400,0.7779408168256298
401,0.33406700904866715
402,0.28857911469797015
403,0.052090975788701394
404,0.03252629004646613
405,0.7339202739056004
406,0.11738811445341159
407,0.5460992907801419
408,0.5172413793103449
409,0.4355588163365126
410,0.30227439471753487
411,0.21667889459525558
412,0.5781364636830522
413,0.280997798972854
